sofascore_slug,transfermarkt_url,player_name,season,league,position_label,heatmap_filename,General_MP,General_MIN,General_GLS,General_AST,General_ASR,Shooting_MP,Shooting_GLS,Shooting_TOS,Shooting_SOT,Shooting_BCM,Team play_MP,Team play_AST,Team play_KEYP,Team play_BCC,Team play_SDR,Passing_MP,Passing_APS,Passing_APS%,Passing_ALB,Passing_LBA%,Passing_ACR,Passing_CA%,Defending_MP,Defending_CLS,Defending_YC,Defending_RC,Defending_ELTG,Defending_DRP,Defending_TACK,Defending_INT,Defending_BLS,Defending_ADW,Additional_MP,Additional_GLS,Additional_xG,Additional_AST,Additional_xA,Additional_GI,Additional_xGI
haris-belkebla/580642,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Haris Belkebla,17/18,Ligue 2,Central Midfield,haris-belkebla_580642_17-18_Ligue2.png,35,3106,1,0,6.71,35,1,16,5,0,35,0,26,1,41,35,1144,81.1,71,53.0,5,21.7,35,2,5,0,0,38,69,50,10,28,35,1,,0,,1,
haris-belkebla/580642,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Haris Belkebla,16/17,Ligue 2,Central Midfield,,26,2317,0,1,6.82,26,0,9,4,1,26,1,13,2,17,26,769,79.0,77,53.5,3,33.3,26,4,5,1,0,14,53,27,3,17,26,0,,1,,1,
haris-belkebla/580642,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Haris Belkebla,24/25,Ligue 1,Defensive Midfield,haris-belkebla_580642_24-25_Ligue1.png,22,1795,0,1,6.90,22,0,3,0,0,22,1,5,1,9,22,725,88.1,26,52.0,0,,22,5,1,0,0,19,56,35,9,10,22,0,0.09,1,0.32,1,0.41
haris-belkebla/580642,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Haris Belkebla,16/17,Ligue 2,Defensive Midfield,,26,2317,0,1,6.82,26,0,9,4,1,26,1,13,2,17,26,769,79.0,77,53.5,3,33.3,26,4,5,1,0,14,53,27,3,17,26,0,,1,,1,
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,24/25,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_24-25_TrendyolSperLig.png,34,2897,9,8,7.50,34,9,68,24,2,34,8,96,17,23,34,1106,77.2,120,59.1,46,26.9,34,2,5,0,0,38,71,16,2,17,34,9,8.73,8,7.49,17,16.22
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,23/24,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_23-24_TrendyolSperLig.png,38,3307,5,14,7.39,38,5,69,21,2,38,14,104,14,26,38,1061,73.5,97,56.1,60,27.3,38,5,3,0,1,42,63,20,1,24,38,5,6.16,14,9.69,19,15.85
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,22/23,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_22-23_TrendyolSperLig.png,33,2239,2,2,6.87,33,2,38,10,2,33,2,44,6,11,33,651,74.7,54,54.0,16,19.8,33,1,8,0,0,31,65,20,2,11,33,2,,2,,4,
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,21/22,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_21-22_TrendyolSperLig.png,36,2775,2,7,6.82,36,2,68,12,5,36,7,44,7,32,36,1036,79.6,99,66.9,15,13.6,36,7,5,1,1,49,62,14,1,11,36,2,,7,,9,
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,20/21,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_20-21_TrendyolSperLig.png,36,3108,5,5,7.06,36,5,82,28,5,36,5,66,8,42,36,1106,75.9,102,50.5,34,20.5,36,5,5,0,0,68,58,15,2,16,36,5,,5,,10,
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,19/20,Süper Lig,Attacking Midfield,haris-hajradinovic_254979_19-20_TrendyolSperLig.png,30,2447,4,8,7.13,30,4,59,25,3,30,8,59,5,36,30,982,79.3,102,58.6,25,20.7,30,6,5,1,0,43,63,24,,5,30,4,,8,,12,
haris-hajradinovic/254979,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592,Haris Hajradinovic,21/22,Süper Lig,Central Midfield,haris-hajradinovic_254979_21-22_TrendyolSperLig.png,36,2775,2,7,6.82,36,2,68,12,5,36,7,44,7,32,36,1036,79.6,99,66.9,15,13.6,36,7,5,1,1,49,62,14,1,11,36,2,,7,,9,
haris-tabakovic/259803,https://www.transfermarkt.com/haris-tabakovic/profil/spieler/203123,Haris Tabakovic,23/24,2. Bundesliga,Centre-Forward,haris-tabakovic_259803_23-24_2Bundesliga.png,32,2568,22,5,7.33,32,22,92,48,20,32,5,28,7,10,32,466,72.1,8,47.1,1,12.5,32,3,2,0,0,6,12,2,7,86,32,22,,5,,27,
haris-tabakovic/259803,https://www.transfermarkt.com/haris-tabakovic/profil/spieler/203123,Haris Tabakovic,21/22,2. Liga,Centre-Forward,haris-tabakovic_259803_21-22_2Liga.png,1,90,2,0,8.30,1,2,5,3,1,1,0,1,0,0,1,23,95.8,,,,,1,0,0,0,0,0,0,0,,4,1,2,,0,,2,
haris-tabakovic/259803,https://www.transfermarkt.com/haris-tabakovic/profil/spieler/203123,Haris Tabakovic,20/21,2. Liga,Centre-Forward,haris-tabakovic_259803_20-21_2Liga.png,2,180,2,0,6.60,2,2,4,2,2,2,0,2,0,1,2,44,69.8,1,100.0,,,2,0,0,0,0,2,1,0,,8,2,2,,0,,2,
haris-vuckic/69373,https://www.transfermarkt.com/haris-vuckic/profil/spieler/76560,Haris Vuckic,19/20,Eredivisie,Centre-Forward,haris-vuckic_69373_19-20_VriendenLoterijEredivisie.png,25,2053,11,1,6.92,25,11,38,17,5,25,1,22,8,16,25,431,71.4,15,39.5,0,,25,3,3,0,0,12,19,6,3,31,25,11,,1,,12,
harold-moukoudi/795128,https://www.transfermarkt.com/harold-moukoudi/profil/spieler/272636,Harold Moukoudi,18/19,Ligue 2,Centre-Back,harold-moukoudi_795128_18-19_Ligue2.png,17,1530,2,0,6.99,17,2,11,3,1,17,0,1,0,7,17,607,87.6,55,63.2,0,,17,5,2,0,0,3,17,23,8,44,17,2,,0,,2,
harold-moukoudi/795128,https://www.transfermarkt.com/harold-moukoudi/profil/spieler/272636,Harold Moukoudi,17/18,Ligue 2,Centre-Back,harold-moukoudi_795128_17-18_Ligue2.png,33,2931,4,1,7.17,33,4,18,5,1,33,1,3,2,16,33,1165,84.1,141,57.6,1,100.0,33,11,5,0,0,6,45,43,34,75,33,4,,1,,5,
harrison-burrows/897565,https://www.transfermarkt.com/harrison-burrows/profil/spieler/533980,Harrison Burrows,23/24,League One,Left-Back,harrison-burrows_897565_23-24_LeagueOne.png,47,4116,6,15,7.41,47,6,60,17,0,47,15,120,22,26,47,2697,82.9,161,43.5,94,24.2,47,11,5,0,0,53,97,45,14,47,47,6,,15,,21,
harry-clarke/993439,https://www.transfermarkt.com/harry-clarke/profil/spieler/528892,Harry Clarke,20/21,League Two,Centre-Back,harry-clarke_993439_20-21_LeagueTwo.png,32,2679,1,1,6.88,32,1,10,5,0,32,1,10,1,18,32,1008,72.3,167,43.9,2,22.2,32,3,8,0,1,11,27,69,22,99,32,1,,1,,2,
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,25/26,Championship,Centre-Back,harry-darling_866169_25-26_Championship.png,15,1350,1,0,6.97,15,1,11,3,1,15,0,4,0,4,15,791,88.5,29,31.9,1,33.3,15,1,4,0,0,4,16,12,15,38,15,1,1.01,0,0.53,1,1.53
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,24/25,Championship,Centre-Back,harry-darling_866169_24-25_Championship.png,39,3337,5,3,7.23,39,5,39,16,2,39,3,16,4,9,39,2101,87.8,123,45.9,0,,39,12,4,1,1,10,31,25,37,97,39,5,4.13,3,2.26,8,6.39
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,23/24,Championship,Centre-Back,harry-darling_866169_23-24_Championship.png,38,2964,3,2,7.11,38,3,60,24,5,38,2,8,2,7,38,1503,81.2,71,37.8,1,9.1,38,8,9,0,0,24,37,36,30,132,38,3,4.13,2,1.80,5,5.93
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,22/23,Championship,Centre-Back,harry-darling_866169_22-23_Championship.png,31,2309,4,1,6.84,31,4,43,17,4,31,1,10,3,9,31,1769,90.7,49,39.2,,,31,5,10,0,2,13,17,10,20,51,31,4,,1,,5,
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,20/21,League Two,Centre-Back,harry-darling_866169_20-21_LeagueTwo.png,16,1331,0,1,6.63,16,0,10,3,1,16,1,1,0,6,16,363,64.4,70,40.0,0,,16,1,3,0,0,10,15,11,12,53,16,0,,1,,1,
harry-darling/866169,https://www.transfermarkt.com/harry-darling/profil/spieler/475554,Harry Darling,19/20,League Two,Centre-Back,harry-darling_866169_19-20_LeagueTwo.png,24,2041,2,1,6.73,24,2,18,4,0,24,1,10,1,3,24,575,66.0,74,32.3,4,30.8,24,5,6,0,0,12,26,25,9,66,24,2,,1,,3,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,24/25,Bundesliga,Centre-Forward,harry-kane_108579_24-25_Bundesliga.png,31,2389,26,8,7.73,31,26,114,54,19,31,8,35,11,23,31,498,80.7,41,70.7,4,30.8,31,8,5,0,0,4,13,2,2,30,31,26,20.47,8,5.55,34,26.03
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,23/24,Bundesliga,Centre-Forward,harry-kane_108579_23-24_Bundesliga.png,32,2843,36,8,7.76,32,36,146,67,27,32,8,31,13,24,32,458,73.6,51,61.4,8,25.8,32,8,2,0,0,12,13,6,4,30,32,36,30.63,8,5.87,44,36.50
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,22/23,Premier League,Centre-Forward,harry-kane_108579_22-23_PremierLeague.png,38,3406,30,3,7.44,38,30,130,63,12,38,3,57,14,40,38,613,72.0,71,62.8,7,18.9,38,8,6,0,0,14,15,2,7,66,38,30,21.42,3,3.98,33,25.40
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,21/22,Premier League,Centre-Forward,harry-kane_108579_21-22_PremierLeague.png,37,3232,17,9,7.38,37,17,133,55,18,37,9,53,19,54,37,614,70.3,67,65.0,7,16.7,37,13,5,0,0,11,15,3,8,75,37,17,,9,,26,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,20/21,Premier League,Centre-Forward,harry-kane_108579_20-21_PremierLeague.png,35,3085,23,14,7.63,35,23,137,53,13,35,14,51,14,52,35,635,69.9,65,61.3,7,18.4,35,11,1,0,0,18,22,11,11,76,35,23,,14,,37,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,19/20,Premier League,Centre-Forward,harry-kane_108579_19-20_PremierLeague.png,29,2589,18,2,7.24,29,18,81,37,7,29,2,27,4,28,29,369,66.7,23,44.2,4,21.1,29,5,4,0,0,13,18,6,7,74,29,18,,2,,20,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,18/19,Premier League,Centre-Forward,harry-kane_108579_18-19_PremierLeague.png,28,2427,17,4,7.29,28,17,102,46,11,28,4,30,7,40,28,403,73.1,44,62.0,4,33.3,28,6,5,0,0,13,9,1,6,49,28,17,,4,,21,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,17/18,Premier League,Centre-Forward,harry-kane_108579_17-18_PremierLeague.png,37,3083,30,2,7.53,37,30,184,76,18,37,2,33,5,47,37,468,71.2,60,70.6,3,15.0,37,11,5,0,0,11,17,5,4,60,37,30,,2,,32,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,16/17,Premier League,Centre-Forward,harry-kane_108579_16-17_PremierLeague.png,30,2531,29,7,7.56,30,29,110,58,11,30,7,42,7,38,30,428,71.7,19,59.4,5,17.2,30,3,3,0,0,9,22,4,,46,30,29,,7,,36,
harry-kane/108579,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,Harry Kane,15/16,Premier League,Centre-Forward,harry-kane_108579_15-16_PremierLeague.png,38,3368,25,1,7.38,38,25,158,74,17,38,1,46,3,48,38,703,73.1,47,66.2,4,9.1,38,11,5,0,0,12,29,21,9,76,38,25,,1,,26,
harry-pickering/845571,https://www.transfermarkt.com/harry-pickering/profil/spieler/426412,Harry Pickering,19/20,League Two,Left-Back,harry-pickering_845571_19-20_LeagueTwo.png,35,3129,3,4,7.32,35,3,43,15,1,35,4,88,8,22,35,1610,75.4,135,38.5,55,24.8,35,8,3,0,0,16,79,33,12,67,35,3,,4,,7,
harry-souttar/808680,https://www.transfermarkt.com/harry-souttar/profil/spieler/298091,Harry Souttar,19/20,League One,Centre-Back,harry-souttar_808680_19-20_LeagueOne.png,36,3159,3,1,6.92,36,3,23,7,3,36,1,12,2,12,36,1193,68.1,145,31.5,,,36,10,3,0,2,6,37,39,31,213,36,3,,1,,4,
harry-toffolo/358218,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Harry Toffolo,23/24,Premier League,Left-Back,harry-toffolo_358218_23-24_PremierLeague.png,23,1485,1,3,6.77,23,1,8,5,2,23,3,18,3,1,23,340,76.2,17,25.8,16,34.0,23,1,3,0,0,9,26,14,13,25,23,1,1.64,3,1.16,4,2.80
harry-toffolo/358218,https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516,Harry Toffolo,19/20,League One,Left-Back,harry-toffolo_358218_19-20_LeagueOne.png,26,2340,1,3,6.72,26,1,10,1,1,26,3,21,2,23,26,790,72.0,45,28.5,12,16.0,26,8,3,0,0,11,36,46,6,42,26,1,,3,,4,
harry-winks/545780,https://www.transfermarkt.com/harry-winks/profil/spieler/249126,Harry Winks,22/23,Serie A,Defensive Midfield,harry-winks_545780_22-23_SerieA.png,20,1719,0,0,6.76,20,0,14,0,0,20,0,15,1,18,20,780,85.4,55,61.8,11,23.9,20,2,2,0,0,29,27,24,8,6,20,0,0.56,0,1.46,0,2.02
harvey-knibbs/886651,https://www.transfermarkt.com/harvey-knibbs/profil/spieler/484735,Harvey Knibbs,23/24,League One,Left Winger,harvey-knibbs_886651_23-24_LeagueOne.png,45,3790,11,6,7.16,45,11,60,27,8,45,6,58,4,17,45,575,68.5,25,45.5,9,23.7,45,8,4,0,1,53,130,31,11,76,45,11,,6,,17,
harvey-knibbs/886651,https://www.transfermarkt.com/harvey-knibbs/profil/spieler/484735,Harvey Knibbs,23/24,League One,Attacking Midfield,harvey-knibbs_886651_23-24_LeagueOne.png,45,3790,11,6,7.16,45,11,60,27,8,45,6,58,4,17,45,575,68.5,25,45.5,9,23.7,45,8,4,0,1,53,130,31,11,76,45,11,,6,,17,
harvey-knibbs/886651,https://www.transfermarkt.com/harvey-knibbs/profil/spieler/484735,Harvey Knibbs,22/23,League One,Attacking Midfield,harvey-knibbs_886651_22-23_LeagueOne.png,40,2856,5,5,6.75,40,5,57,20,10,40,5,32,4,10,40,363,66.4,17,45.9,3,33.3,40,3,2,0,1,17,64,30,2,48,40,5,,5,,10,
harvey-knibbs/886651,https://www.transfermarkt.com/harvey-knibbs/profil/spieler/484735,Harvey Knibbs,24/25,League One,Central Midfield,harvey-knibbs_886651_24-25_LeagueOne.png,43,3714,14,6,7.18,43,14,53,22,4,43,6,44,7,20,43,742,75.3,17,31.5,8,19.5,43,10,5,0,1,62,107,44,9,87,43,14,,6,,20,
hassane-kamara/351434,https://www.transfermarkt.com/hassane-kamara/profil/spieler/290017,Hassane Kamara,24/25,Serie A,Left Midfield,hassane-kamara_351434_24-25_SerieA.png,30,2006,1,4,6.88,30,1,17,3,0,30,4,24,4,18,30,621,81.8,32,36.4,27,25.5,30,6,7,1,0,12,35,26,5,21,30,1,0.90,4,2.27,5,3.16
hassane-kamara/351434,https://www.transfermarkt.com/hassane-kamara/profil/spieler/290017,Hassane Kamara,23/24,Serie A,Left Midfield,hassane-kamara_351434_23-24_SerieA.png,35,2261,1,1,6.81,35,1,26,8,4,35,1,21,5,30,35,490,77.8,27,44.3,19,26.8,35,2,4,0,0,13,45,26,2,16,35,1,1.95,1,1.82,2,3.77
hassane-kamara/351434,https://www.transfermarkt.com/hassane-kamara/profil/spieler/290017,Hassane Kamara,22/23,Championship,Left-Back,hassane-kamara_351434_22-23_Championship.png,32,2620,0,2,6.95,32,0,16,4,1,32,2,26,4,33,32,1044,78.1,46,38.3,19,18.8,32,9,8,2,0,9,82,60,6,35,32,0,,2,,2,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,25/26,Superliga,Centre-Back,hatzidiakos-pantelis_822163_25-26_DanishSuperliga.png,15,1313,1,0,7.21,15,1,8,2,0,15,0,2,0,0,15,1273,92.1,75,60.5,0,,15,3,2,0,0,10,21,16,7,26,15,1,,0,,1,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,24/25,Superliga,Centre-Back,hatzidiakos-pantelis_822163_24-25_DanishSuperliga.png,24,2153,1,2,7.09,24,1,5,1,1,24,2,7,0,3,24,1693,90.7,91,50.3,1,100.0,24,8,7,0,0,5,38,19,10,33,24,1,,2,,3,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,22/23,Eredivisie,Centre-Back,hatzidiakos-pantelis_822163_22-23_VriendenLoterijEredivisie.png,33,2788,0,4,7.01,33,0,19,2,2,33,4,18,2,5,33,1592,86.1,122,56.2,6,33.3,33,9,5,0,0,17,50,28,21,46,33,0,,4,,4,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,21/22,Eredivisie,Centre-Back,hatzidiakos-pantelis_822163_21-22_VriendenLoterijEredivisie.png,32,2434,0,0,6.74,32,0,7,1,0,32,0,3,2,4,32,1599,86.2,128,54.2,3,50.0,32,1,6,0,0,15,31,25,12,56,32,0,,0,,0,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,20/21,Eredivisie,Centre-Back,hatzidiakos-pantelis_822163_20-21_VriendenLoterijEredivisie.png,23,1911,0,1,6.87,23,0,4,1,0,23,1,1,1,0,23,1351,87.6,84,47.2,,,23,3,5,0,0,11,24,45,10,37,23,0,,1,,1,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,18/19,Eredivisie,Centre-Back,hatzidiakos-pantelis_822163_18-19_VriendenLoterijEredivisie.png,17,1193,1,1,6.72,17,1,6,1,1,17,1,2,1,4,17,810,87.9,40,46.5,,,17,4,5,0,0,18,22,15,9,20,17,1,,1,,2,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,17/18,Eredivisie,Centre-Back,hatzidiakos-pantelis_822163_17-18_VriendenLoterijEredivisie.png,26,2112,1,1,6.97,26,1,5,2,0,26,1,2,0,6,26,1231,89.8,75,49.7,,,26,10,3,0,1,15,43,36,20,29,26,1,,1,,2,
hatzidiakos-pantelis/822163,https://www.transfermarkt.com/pantelis-hatzidiakos/profil/spieler/144244,Hatzidiakos Pantelis,22/23,Eredivisie,Right-Back,hatzidiakos-pantelis_822163_22-23_VriendenLoterijEredivisie.png,33,2788,0,4,7.01,33,0,19,2,2,33,4,18,2,5,33,1592,86.1,122,56.2,6,33.3,33,9,5,0,0,17,50,28,21,46,33,0,,4,,4,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,23/24,2. Bundesliga,Centre-Back,hauke-wahl_253469_23-24_2Bundesliga.png,33,2874,0,0,6.90,33,0,8,1,2,33,0,4,1,12,33,2023,91.7,51,44.0,1,25.0,33,10,3,1,0,7,36,30,10,49,33,0,,0,,0,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,22/23,2. Bundesliga,Centre-Back,hauke-wahl_253469_22-23_2Bundesliga.png,29,2445,2,1,6.76,29,2,12,2,4,29,1,6,1,14,29,1333,87.1,55,34.0,1,25.0,29,3,10,0,0,8,31,40,22,32,29,2,,1,,3,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,21/22,2. Bundesliga,Centre-Back,hauke-wahl_253469_21-22_2Bundesliga.png,18,1620,0,0,6.74,18,0,4,1,0,18,0,6,0,3,18,1132,89.1,67,53.6,1,25.0,18,1,1,0,2,6,13,21,17,35,18,0,,0,,0,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,20/21,2. Bundesliga,Centre-Back,hauke-wahl_253469_20-21_2Bundesliga.png,34,3060,0,2,7.04,34,0,8,0,0,34,2,9,1,17,34,1881,86.4,113,44.3,2,50.0,34,13,4,0,0,10,40,63,22,51,34,0,,2,,2,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,19/20,2. Bundesliga,Centre-Back,hauke-wahl_253469_19-20_2Bundesliga.png,34,3060,1,3,6.85,34,1,18,4,0,34,3,12,3,20,34,1895,88.0,134,49.1,0,,34,4,2,0,0,10,32,40,23,43,34,1,,3,,4,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,18/19,2. Bundesliga,Centre-Back,hauke-wahl_253469_18-19_2Bundesliga.png,33,2955,2,1,6.94,33,2,9,3,1,33,1,6,2,17,33,1830,88.4,115,57.2,0,,33,6,6,0,1,17,41,45,28,61,33,2,,1,,3,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,17/18,2. Bundesliga,Centre-Back,hauke-wahl_253469_17-18_2Bundesliga.png,27,1920,3,0,6.95,27,3,13,5,1,27,0,6,2,8,27,675,76.8,83,45.4,1,100.0,27,7,2,0,0,8,36,43,11,67,27,3,,0,,3,
hauke-wahl/253469,https://www.transfermarkt.com/hauke-wahl/profil/spieler/154147,Hauke Wahl,16/17,2. Bundesliga,Centre-Back,,14,1167,0,0,6.97,14,0,1,0,0,14,0,3,1,2,14,358,76.5,39,45.3,1,100.0,14,4,1,0,0,4,14,30,8,31,14,0,,0,,0,
havard-nielsen/94002,https://www.transfermarkt.com/havard-nielsen/profil/spieler/136181,Havard Nielsen,23/24,2. Bundesliga,Centre-Forward,havard-nielsen_94002_23-24_2Bundesliga.png,27,1895,7,3,7.03,27,7,47,16,7,27,3,21,4,22,27,318,70.0,7,50.0,0,,27,2,3,1,0,7,28,3,7,59,27,7,,3,,10,
havard-nielsen/94002,https://www.transfermarkt.com/havard-nielsen/profil/spieler/136181,Havard Nielsen,22/23,2. Bundesliga,Centre-Forward,havard-nielsen_94002_22-23_2Bundesliga.png,33,2635,8,2,6.84,33,8,60,32,11,33,2,24,2,33,33,439,62.7,14,60.9,2,18.2,33,5,6,0,0,20,40,12,5,115,33,8,,2,,10,
havard-nielsen/94002,https://www.transfermarkt.com/havard-nielsen/profil/spieler/136181,Havard Nielsen,20/21,2. Bundesliga,Centre-Forward,havard-nielsen_94002_20-21_2Bundesliga.png,34,2489,11,4,6.97,34,11,68,27,6,34,4,24,10,21,34,310,60.0,11,61.1,2,25.0,34,1,1,0,0,13,15,5,1,81,34,11,,4,,15,
havard-nielsen/94002,https://www.transfermarkt.com/havard-nielsen/profil/spieler/136181,Havard Nielsen,19/20,2. Bundesliga,Centre-Forward,havard-nielsen_94002_19-20_2Bundesliga.png,31,2139,7,3,6.86,31,7,52,20,7,31,3,20,4,20,31,409,69.4,12,63.2,1,12.5,31,5,1,0,0,20,26,9,6,96,31,7,,3,,10,
havard-nielsen/94002,https://www.transfermarkt.com/havard-nielsen/profil/spieler/136181,Havard Nielsen,22/23,2. Bundesliga,Attacking Midfield,havard-nielsen_94002_22-23_2Bundesliga.png,33,2635,8,2,6.84,33,8,60,32,11,33,2,24,2,33,33,439,62.7,14,60.9,2,18.2,33,5,6,0,0,20,40,12,5,115,33,8,,2,,10,
hayden-carter/970437,https://www.transfermarkt.com/hayden-carter/profil/spieler/503780,Hayden Carter,21/22,League One,Centre-Back,hayden-carter_970437_21-22_LeagueOne.png,22,1893,1,0,6.89,22,1,16,6,0,22,0,12,0,15,22,559,71.7,62,42.8,4,13.8,22,6,4,0,1,5,46,23,16,58,22,1,,0,,1,
hayden-carter/970437,https://www.transfermarkt.com/hayden-carter/profil/spieler/503780,Hayden Carter,20/21,League One,Centre-Back,hayden-carter_970437_20-21_LeagueOne.png,24,2160,4,1,7.00,24,4,25,8,2,24,1,6,1,7,24,327,57.5,85,36.3,0,,24,9,7,0,0,3,31,24,22,69,24,4,,1,,5,
hayden-hackney/1008471,https://www.transfermarkt.com/hayden-hackney/profil/spieler/538216,Hayden Hackney,24/25,Championship,Defensive Midfield,hayden-hackney_1008471_24-25_Championship.png,43,3794,5,3,7.21,43,5,80,24,2,43,3,66,9,39,43,2609,84.8,149,54.0,9,28.1,43,12,8,1,1,49,93,30,11,26,43,5,4.18,3,5.96,8,10.14
hayden-hackney/1008471,https://www.transfermarkt.com/hayden-hackney/profil/spieler/538216,Hayden Hackney,23/24,Championship,Defensive Midfield,hayden-hackney_1008471_23-24_Championship.png,21,1811,1,0,7.08,21,1,26,5,1,21,0,26,4,16,21,1399,87.9,59,59.0,2,10.5,21,4,6,0,0,31,36,9,5,6,21,1,1.71,0,2.76,1,4.46
hayden-hackney/1008471,https://www.transfermarkt.com/hayden-hackney/profil/spieler/538216,Hayden Hackney,22/23,Championship,Defensive Midfield,hayden-hackney_1008471_22-23_Championship.png,36,2927,3,4,6.91,36,3,35,6,0,36,4,21,3,31,36,1959,89.1,75,55.6,4,25.0,36,4,9,0,0,40,73,28,4,22,36,3,,4,,7,
hayden-hackney/1008471,https://www.transfermarkt.com/hayden-hackney/profil/spieler/538216,Hayden Hackney,24/25,Championship,Central Midfield,hayden-hackney_1008471_24-25_Championship.png,43,3794,5,3,7.21,43,5,80,24,2,43,3,66,9,39,43,2609,84.8,149,54.0,9,28.1,43,12,8,1,1,49,93,30,11,26,43,5,4.18,3,5.96,8,10.14
hayden-matthews/1434770,https://www.transfermarkt.com/hayden-matthews/profil/spieler/1109824,Hayden Matthews,24/25,A-League Men,Centre-Back,hayden-matthews_1434770_24-25_ALeagueMen.png,12,1014,0,1,6.86,12,0,3,0,1,12,1,3,1,1,12,661,88.0,11,18.6,,,12,3,2,1,0,4,21,13,6,22,12,0,,1,,1,
hayden-matthews/1434770,https://www.transfermarkt.com/hayden-matthews/profil/spieler/1109824,Hayden Matthews,23/24,A-League Men,Centre-Back,hayden-matthews_1434770_23-24_ALeagueMen.png,17,1302,0,0,6.93,17,0,5,1,2,17,0,4,1,4,17,626,81.8,19,25.0,,,17,3,2,0,0,10,32,13,10,30,17,0,,0,,0,
